"date","Close","RR","RealizedVariance","atm1M","atm1W","returns","es_5","es_2.5","es_1","es_95","es_97.5","es_99"
2007-01-31,1.3023,0.465180865097548,0.0758351488912833,0.063925,0.068466,0.00465180865097548,0,0,0,0,0,0
2007-02-01,1.30133,-0.0744836059279671,0.0693851986926006,0.06508,0.068382,-0.000744836059279671,0,0,0,0,0,0
2007-02-02,1.2959,-0.417265413077394,0.0992826372293783,0.061914,0.064723,-0.00417265413077394,0,0,0,0,0,0
2007-02-05,1.29326,-0.205259583924925,0.087667071293827,0.0627,0.070783,-0.00205259583924925,0,0,0,0,0,0
2007-02-06,1.29812,0.375794503812061,0.115880895128794,0.062243,0.071705,0.00375794503812061,0,0,0,0,0,0
2007-02-07,1.30219,0.313530336178475,0.0922625020190509,0.061996,0.075702,0.00313530336178475,0,0,0,0,0,0
2007-02-08,1.30353,0.102903570139543,0.0932707694581372,0.060682,0.073781,0.00102903570139543,0,0,0,0,0,0
2007-02-09,1.30073,-0.214801347111316,0.0676766082121748,0.060223,0.060427,-0.00214801347111316,0,0,0,0,0,0
2007-02-12,1.2957,-0.466288207594277,0.102735247361865,0.060374,0.06151,-0.00466288207594277,0,0,0,0,0,0
2007-02-13,1.30308,0.569576290808053,0.139374375752926,0.057972,0.057813,0.00569576290808053,0,0,0,0,0,0
2007-02-14,1.31378,0.821131473125206,0.254565500643443,0.060371,0.061661,0.00821131473125206,0,0,0,0,0,0
2007-02-15,1.31339,-0.0296853354442822,0.252623915522038,0.060053,0.060988,-0.000296853354442822,0,0,0,0,0,0
2007-02-16,1.31361,0.0167505462962172,0.243452107938115,0.058473,0.058823,0.000167505462962172,0,0,0,0,0,0
2007-02-20,1.3147,-0.0288955804970076,0.20013416034427,0.058653,0.059549,-0.000288955804970076,0,0,0,0,0,0
2007-02-21,1.31371,-0.0753023503460901,0.136384818927667,0.057352,0.057779,-0.000753023503460901,0,0,0,0,0,0
2007-02-22,1.31222,-0.11341924777919,0.00410622484967256,0.054677,0.053974,-0.0011341924777919,0,0,0,0,0,0
2007-02-23,1.31637,0.316257944551988,0.0239337985200343,0.056173,0.058249,0.00316257944551988,0,0,0,0,0,0
2007-02-26,1.31921,0.0842121235111103,0.0252960187090401,0.058331,0.061025,0.000842121235111103,0,0,0,0,0,0
2007-02-27,1.32269,0.26379424049241,0.0390465080579818,0.061816,0.066547,0.0026379424049241,0,0,0,0,0,0
2007-02-28,1.32283,0.0105844906969909,0.0379348255531157,0.062565,0.069218,0.000105844906969909,0,0,0,0,0,0
2007-03-01,1.31654,-0.475495717514715,0.080581275874723,0.060488,0.066418,-0.00475495717514715,0,0,0,0,0,0
2007-03-02,1.31908,0.192929952754948,0.0680218517102786,0.059782,0.066577,0.00192929952754948,0,0,0,0,0,0
2007-03-05,1.3085,-0.743381627854057,0.177126764287218,0.064077,0.084461,-0.00743381627854057,0,0,0,0,0,0
2007-03-06,1.31342,0.376003056935425,0.191484943788781,0.061269,0.080632,0.00376003056935425,0,0,0,0,0,0
2007-03-07,1.31757,0.315968996969734,0.21142981890933,0.059828,0.082737,0.00315968996969734,0,0,0,0,0,0
2007-03-08,1.31375,-0.289927669877117,0.183022194186438,0.060212,0.09856,-0.00289927669877117,0,0,0,0,0,0
2007-03-09,1.31136,-0.181921979067547,0.182196922146004,0.058744,0.057952,-0.00181921979067547,0,0,0,0,0,0
2007-03-12,1.3187,0.470849968000493,0.116013611693027,0.058613,0.059002,0.00470849968000493,0,0,0,0,0,0
2007-03-13,1.31877,0.00530825813301088,0.0877435874489519,0.060463,0.060335,5.30825813301088e-05,0,0,0,0,0,0
2007-03-14,1.32328,0.341985334819568,0.0911670998860703,0.061932,0.062074,0.00341985334819568,0,0,0,0,0,0
2007-03-15,1.32793,0.351399552626809,0.0990518182512597,0.061204,0.059637,0.00351399552626809,0,0,0,0,0,0
2007-03-16,1.33129,0.253025385374231,0.105237066086445,0.066306,0.066314,0.00253025385374231,0,0,0,0,0,0
2007-03-19,1.33105,-0.0495603397135925,0.061388373067737,0.065775,0.065187,-0.000495603397135925,0,0,0,0,0,0
2007-03-20,1.33145,0.0300514631306079,0.0615633556341138,0.064684,0.065337,0.000300514631306079,0,0,0,0,0,0
2007-03-21,1.33966,0.6166209771302,0.114216847675184,0.06282,0.062377,0.006166209771302,0,0,0,0,0,0
2007-03-22,1.33295,-0.50087335592613,0.13969534229326,0.063356,0.060858,-0.0050087335592613,0,0,0,0,0,0
2007-03-23,1.32822,-0.354852019955746,0.152074964377839,0.059478,0.056738,-0.00354852019955746,0,0,0,0,0,0
2007-03-26,1.33283,0.425714673216891,0.187830315521767,0.059933,0.060772,0.00425714673216891,0,0,0,0,0,0
2007-03-27,1.33492,0.156809195471301,0.19256752219138,0.059702,0.060681,0.00156809195471301,0,0,0,0,0,0
2007-03-28,1.33092,-0.299643424325053,0.134480472652228,0.060621,0.061875,-0.00299643424325053,0,0,0,0,0,0
2007-03-29,1.33295,0.152526072190663,0.08895848945647,0.059496,0.05872,0.00152526072190663,0,0,0,0,0,0
2007-03-30,1.33545,0.1875539217525,0.0708097929560839,0.059207,0.058225,0.001875539217525,0,0,0,0,0,0
2007-04-02,1.33725,0.13103706476976,0.0379973388263459,0.061539,0.071657,0.0013103706476976,0,0,0,0,0,0
2007-04-03,1.33235,-0.366423630585166,0.0599327694797173,0.06016,0.066734,-0.00366423630585166,0,0,0,0,0,0
2007-04-04,1.33755,0.390287837280001,0.0724404523172086,0.058396,0.068835,0.00390287837280001,0,0,0,0,0,0
2007-04-05,1.3426,0.37755597921573,0.0962973152659361,0.059401,0.059328,0.0037755597921573,0,0,0,0,0,0
2007-04-06,1.33845,-0.309101742886943,0.108370798044137,0.056698,0.055174,-0.00309101742886943,0,0,0,0,0,0
2007-04-09,1.3354,-0.112199865360166,0.10745441753281,0.058373,0.05841,-0.00112199865360166,0,0,0,0,0,0
2007-04-10,1.343,0.56911786730568,0.14538019149988,0.058862,0.058659,0.0056911786730568,0,0,0,0,0,0
2007-04-11,1.3437,0.0521221146686465,0.115458615281646,0.058809,0.058722,0.000521221146686465,0,0,0,0,0,0
2007-04-12,1.3487,0.372106869092812,0.114641616198548,0.059163,0.059109,0.00372106869092812,0,0,0,0,0,0
2007-04-13,1.35249,0.28101134425743,0.111326313827672,0.059852,0.059408,0.0028101134425743,0,0,0,0,0,0
2007-04-16,1.3529,-0.298463465860946,0.12662463996105,0.062018,0.062907,-0.00298463465860946,0,0,0,0,0,0
2007-04-17,1.3573,0.3252272895262,0.0830001685542483,0.061754,0.062652,0.003252272895262,0,0,0,0,0,0
2007-04-18,1.36165,0.320489206512936,0.102999491885,0.061831,0.062263,0.00320489206512936,0,0,0,0,0,0
2007-04-19,1.3625,0.0624242646788835,0.076086145243929,0.061635,0.062119,0.000624242646788835,0,0,0,0,0,0
2007-04-20,1.35863,-0.284036697247709,0.0764280392003328,0.058189,0.057898,-0.00284036697247709,0,0,0,0,0,0
2007-04-23,1.3581,-0.147048011175649,0.06293657462773,0.05938,0.060258,-0.00147048011175649,0,0,0,0,0,0
2007-04-24,1.3635,0.397614314115297,0.0734014452150938,0.057427,0.059132,0.00397614314115297,0,0,0,0,0,0
2007-04-25,1.36405,0.040337367070044,0.0531841995532643,0.057593,0.05846,0.00040337367070044,0,0,0,0,0,0
2007-04-26,1.3594,-0.340896594699611,0.0756469394446826,0.056527,0.056915,-0.00340896594699611,0,0,0,0,0,0
2007-04-27,1.36556,0.453141091658097,0.100578940157824,0.056841,0.058061,0.00453141091658097,0,0,0,0,0,0
2007-04-30,1.36536,0.209908256880724,0.105066611901022,0.059653,0.066152,0.00209908256880724,0,0,0,0,0,0
2007-05-01,1.36047,-0.3581473018105,0.0991010813019742,0.060153,0.070414,-0.003581473018105,0,0,0,0,0,0
2007-05-02,1.35953,-0.0690937690651145,0.0997304504502702,0.060661,0.076703,-0.000690937690651145,0,0,0,0,0,0
2007-05-03,1.35534,-0.308194743771738,0.0954851528124175,0.063556,0.09051,-0.00308194743771738,0,0,0,0,0,0
2007-05-04,1.35836,0.222822317647234,0.0643477400709362,0.05505,0.055228,0.00222822317647234,0,0,0,0,0,0
2007-05-07,1.35983,0.02942409686414,0.0557086003048495,0.055143,0.054968,0.0002942409686414,0,0,0,0,0,0
2007-05-08,1.35403,-0.426523903723261,0.0664392304354872,0.054481,0.055048,-0.00426523903723261,0,0,0,0,0,0
2007-05-09,1.35352,-0.0376653397635215,0.0657681762146629,0.054384,0.054383,-0.000376653397635215,0,0,0,0,0,0
2007-05-10,1.34783,-0.420385365565339,0.082116147313258,0.054256,0.054222,-0.00420385365565339,0,0,0,0,0,0
2007-05-11,1.35216,0.321257131834129,0.0928274192157793,0.053027,0.052387,0.00321257131834129,0,0,0,0,0,0
2007-05-14,1.35443,0.0147685400559711,0.0926978856756022,0.053679,0.052837,0.000147685400559711,0,0,0,0,0,0
2007-05-15,1.35922,0.353654304762895,0.0813276310416014,0.0537,0.053047,0.00353654304762895,0,0,0,0,0,0
2007-05-16,1.35234,-0.506172657847883,0.132286047388259,0.053703,0.052871,-0.00506172657847883,0,0,0,0,0,0
2007-05-17,1.34963,-0.20039339219427,0.104972778598984,0.053399,0.051675,-0.0020039339219427,0,0,0,0,0,0
2007-05-18,1.35068,0.0777991004942092,0.0855420896556672,0.053102,0.051536,0.000777991004942092,0,0,0,0,0,0
2007-05-21,1.3464,-0.429666989594802,0.122421212090082,0.054769,0.054563,-0.00429666989594802,0,0,0,0,0,0
2007-05-22,1.34507,-0.0987819370172351,0.0993585128507923,0.055073,0.05511,-0.000987819370172351,0,0,0,0,0,0
2007-05-23,1.34561,0.040146609470138,0.0484387109906238,0.054859,0.053554,0.00040146609470138,0,0,0,0,0,0
2007-05-24,1.34241,-0.237810361100161,0.0517179622329162,0.053234,0.051445,-0.00237810361100161,0,0,0,0,0,0
2007-05-25,1.34507,0.198151086478787,0.0583601928399194,0.050519,0.047423,0.00198151086478787,0,0,0,0,0,0
2007-05-29,1.34527,0.0014867125069622,0.0214378905132431,0.0531,0.053195,1.4867125069622e-05,0,0,0,0,0,0
2007-05-30,1.3433,-0.146439004809445,0.0237751927229839,0.053042,0.054092,-0.00146439004809445,0,0,0,0,0,0
2007-05-31,1.34548,0.162286905382273,0.0287202506043053,0.052371,0.051694,0.00162286905382273,0,0,0,0,0,0
2007-06-01,1.34416,-0.0981062520438793,0.019334464373007,0.050658,0.048472,-0.000981062520438793,0,0,0,0,0,0
2007-06-04,1.34933,0.366706337399574,0.0383764013362643,0.050681,0.053822,0.00366706337399574,0,0,0,0,0,0
2007-06-05,1.35183,0.185277137542348,0.0452414828126259,0.050137,0.057442,0.00185277137542348,0,0,0,0,0,0
2007-06-06,1.34983,-0.147947596961156,0.0453303046760259,0.050531,0.061901,-0.00147947596961156,0,0,0,0,0,0
2007-06-07,1.34273,-0.52599216197596,0.0953964476363439,0.049891,0.060575,-0.0052599216197596,0,0,0,0,0,0
2007-06-08,1.33694,-0.431211040194228,0.130660072535402,0.052193,0.051559,-0.00431211040194228,0,0,0,0,0,0
2007-06-11,1.3351,-0.0561440281468749,0.104395795336911,0.052254,0.051758,-0.000561440281468749,0,0,0,0,0,0
2007-06-12,1.3302,-0.367013706838432,0.124470083999192,0.050194,0.048833,-0.00367013706838432,0,0,0,0,0,0
2007-06-13,1.3309,0.0526236656141876,0.12064623574641,0.05284,0.052422,0.000526236656141876,0,0,0,0,0,0
2007-06-14,1.331,0.00751371252535795,0.0653239760295639,0.051113,0.049778,7.51371252535795e-05,0,0,0,0,0,0
2007-06-15,1.33751,0.489105935386928,0.0759803069986306,0.048529,0.04637,0.00489105935386928,0,0,0,0,0,0
2007-06-18,1.34173,0.222595704948645,0.085259646191636,0.049173,0.047448,0.00222595704948645,0,0,0,0,0,0
2007-06-19,1.34255,0.061115127484652,0.0590668457516718,0.048577,0.048014,0.00061115127484652,0,0,0,0,0,0
2007-06-20,1.33993,-0.195151018584026,0.0661297797260136,0.047334,0.047134,-0.00195151018584026,0,0,0,0,0,0
2007-06-21,1.33914,-0.0589583037919942,0.0668137048680367,0.047339,0.046071,-0.000589583037919942,0,0,0,0,0,0
2007-06-22,1.34639,0.541392236808697,0.077589892477237,0.048236,0.046369,0.00541392236808697,0,0,0,0,0,0
2007-06-25,1.34637,-0.00371355149209633,0.0676828809978571,0.049877,0.049769,-3.71355149209633e-05,0,0,0,0,0,0
2007-06-26,1.34505,-0.0980414002094512,0.06885829246737,0.051055,0.05163,-0.000980414002094512,0,0,0,0,0,0
2007-06-27,1.34554,0.0364298724954373,0.0615069355785002,0.051399,0.051793,0.000364298724954373,0,0,0,0,0,0
2007-06-28,1.34377,-0.131545699124519,0.064272573452926,0.050011,0.050627,-0.00131545699124519,0,0,0,0,0,0
2007-06-29,1.35426,0.780639543969586,0.12753108215939,0.049605,0.048691,0.00780639543969586,0,0,0,0,0,0
2007-07-02,1.36213,0.632401722851432,0.207514711879545,0.054325,0.062902,0.00632401722851432,0,0,0,0,0,0
2007-07-03,1.3608,-0.0976411943059806,0.207499049213639,0.054107,0.066025,-0.000976411943059806,0,0,0,0,0,0
2007-07-05,1.35948,-0.174027976649409,0.213290769422969,0.054111,0.07954,-0.00174027976649409,0,0,0,0,0,0
2007-07-06,1.36236,0.211845705711007,0.218805635836977,0.052263,0.052101,0.00211845705711007,0,0,0,0,0,0
2007-07-09,1.36218,-0.0330243719865306,0.0971441381441887,0.051557,0.051128,-0.000330243719865306,0,0,0,0,0,0
2007-07-10,1.37445,0.900762013830771,0.17943219144319,0.054384,0.054753,0.00900762013830771,0,0,0,0,0,0
2007-07-11,1.37458,0.00945832878605722,0.177543322874776,0.056069,0.056273,9.45832878605722e-05,0,0,0,0,0,0
2007-07-12,1.37838,0.276448078685855,0.186770883585258,0.057771,0.058898,0.00276448078685855,0,0,0,0,0,0
2007-07-13,1.37853,0.0108823401384302,0.177818848044997,0.053806,0.052392,0.000108823401384302,0,0,0,0,0,0
2007-07-16,1.37759,-0.00798432169556743,0.177613476094564,0.055475,0.056539,-7.98432169556743e-05,0,0,0,0,0,0
2007-07-17,1.37945,0.13501840170152,0.0189850287420771,0.05378,0.053499,0.0013501840170152,0,0,0,0,0,0
2007-07-18,1.38055,0.0797419261299706,0.0202388917019756,0.053456,0.053465,0.000797419261299706,0,0,0,0,0,0
2007-07-19,1.37988,-0.0485313824200462,0.00542524267607567,0.052157,0.05173,-0.000485313824200462,0,0,0,0,0,0
2007-07-20,1.38335,0.251471142418187,0.0180491047045196,0.054043,0.054201,0.00251471142418187,0,0,0,0,0,0
2007-07-23,1.37998,-0.282536906835087,0.0340017755707196,0.055185,0.057463,-0.00282536906835087,0,0,0,0,0,0
2007-07-24,1.38211,0.154350063044389,0.0351205702034744,0.05584,0.057735,0.00154350063044389,0,0,0,0,0,0
2007-07-25,1.37219,-0.717743160819322,0.136879864227473,0.054306,0.056047,-0.00717743160819322,0,0,0,0,0,0
2007-07-26,1.37518,0.217899853518831,0.145904874444259,0.055872,0.057277,0.00217899853518831,0,0,0,0,0,0
2007-07-27,1.36352,-0.847889003621344,0.277040479842836,0.057562,0.058737,-0.00847889003621344,0,0,0,0,0,0
2007-07-30,1.37213,0.641787322683334,0.343453252609457,0.063778,0.073748,0.00641787322683334,0,0,0,0,0,0
2007-07-31,1.36727,-0.354193844606567,0.363779120128531,0.060036,0.069546,-0.00354193844606567,0,0,0,0,0,0
2007-08-01,1.36658,-0.0504655261945394,0.261257425014768,0.062709,0.077568,-0.000504655261945394,0,0,0,0,0,0
2007-08-02,1.3704,0.279529921409662,0.26738875117472,0.060535,0.078083,0.00279529921409662,0,0,0,0,0,0
2007-08-03,1.37836,0.580852305896086,0.191083478935281,0.056268,0.055686,0.00580852305896086,0,0,0,0,0,0
2007-08-06,1.381,-0.0571722186439378,0.109359017940807,0.059518,0.057818,-0.000571722186439378,0,0,0,0,0,0
2007-08-07,1.37516,-0.422881969587261,0.120034194069771,0.060415,0.060333,-0.00422881969587261,0,0,0,0,0,0
2007-08-08,1.38013,0.361412490182971,0.145648637815004,0.059232,0.058101,0.00361412490182971,0,0,0,0,0,0
2007-08-09,1.36644,-0.991935542303984,0.326808466439525,0.060973,0.060077,-0.00991935542303984,0,0,0,0,0,0
2007-08-10,1.36936,0.213693978513496,0.268463609477151,0.064521,0.062952,0.00213693978513496,0,0,0,0,0,0
2007-08-13,1.36089,-0.604745940971542,0.340953407584528,0.066122,0.066725,-0.00604745940971542,0,0,0,0,0,0
2007-08-14,1.35315,-0.568745453343023,0.3698818536838,0.069634,0.068982,-0.00568745453343023,0,0,0,0,0,0
2007-08-15,1.34301,-0.749362598381557,0.45606691684238,0.077011,0.078845,-0.00749362598381557,0,0,0,0,0,0
2007-08-16,1.34305,0.00297838437539855,0.259281466979898,0.087521,0.088037,2.97838437539855e-05,0,0,0,0,0,0
2007-08-17,1.3472,0.308998175793893,0.269244418218103,0.072174,0.072323,0.00308998175793893,0,0,0,0,0,0
2007-08-20,1.3473,0.00371126368527619,0.19610364228942,0.070027,0.072317,3.71126368527619e-05,0,0,0,0,0,0
2007-08-21,1.34678,-0.0385957099383845,0.131707289914878,0.07283,0.074926,-0.000385957099383845,0,0,0,0,0,0
2007-08-22,1.35476,0.592524391511596,0.0896154600514836,0.067491,0.068667,0.00592524391511596,0,0,0,0,0,0
2007-08-23,1.3563,0.113673270542391,0.0921980083839468,0.065133,0.064727,0.00113673270542391,0,0,0,0,0,0
2007-08-24,1.36795,0.85895450858954,0.220662603420416,0.065396,0.066586,0.0085895450858954,0,0,0,0,0,0
2007-08-27,1.36359,-0.320182460141657,0.24116321028126,0.065718,0.068325,-0.00320182460141657,0,0,0,0,0,0
2007-08-28,1.35756,-0.442215035311199,0.279976112007188,0.065839,0.068129,-0.00442215035311199,0,0,0,0,0,0
2007-08-29,1.36698,0.693891982674798,0.306056297824023,0.071281,0.077234,0.00693891982674798,0,0,0,0,0,0
2007-08-30,1.36694,-0.00292615839295674,0.30347368781745,0.070993,0.077959,-2.92615839295674e-05,0,0,0,0,0,0
2007-08-31,1.3629,-0.29555064596837,0.173383155118654,0.072093,0.08038,-0.0029555064596837,0,0,0,0,0,0
2007-09-04,1.36237,0.0822773186409557,0.154233704994731,0.071877,0.093955,0.000822773186409557,0,0,0,0,0,0
2007-09-05,1.36522,0.20919427174703,0.123875326170028,0.069898,0.102485,0.0020919427174703,0,0,0,0,0,0
2007-09-06,1.36922,0.292993070713878,0.044747097343225,0.069813,0.112011,0.00292993070713878,0,0,0,0,0,0
2007-09-07,1.37653,0.533880603555304,0.101751084633152,0.07117,0.072635,0.00533880603555304,0,0,0,0,0,0
2007-09-10,1.37923,0.0950708313980436,0.0860887403632307,0.073952,0.075429,0.000950708313980436,0,0,0,0,0,0
2007-09-11,1.38388,0.337144638675206,0.107468130408169,0.071108,0.071861,0.00337144638675206,0,0,0,0,0,0
2007-09-12,1.38944,0.401768939503426,0.130999337891756,0.07381,0.075244,0.00401768939503426,0,0,0,0,0,0
2007-09-13,1.38726,-0.156897742975592,0.118753730344654,0.072792,0.07491,-0.00156897742975592,0,0,0,0,0,0
2007-09-14,1.38755,0.0209045168173323,0.0618354303388118,0.070244,0.072342,0.000209045168173323,0,0,0,0,0,0
2007-09-17,1.38669,0.0490616950815661,0.0605091477271241,0.070804,0.073533,0.000490616950815661,0,0,0,0,0,0
2007-09-18,1.39768,0.792534741001958,0.163398109388645,0.071939,0.075498,0.00792534741001958,0,0,0,0,0,0
2007-09-19,1.39742,-0.0186022551656979,0.131183662018154,0.069583,0.07279,-0.000186022551656979,0,0,0,0,0,0
2007-09-20,1.4069,0.6783930385997,0.218303704632094,0.075128,0.077745,0.006783930385997,0,0,0,0,0,0
2007-09-21,1.40907,0.154239818039662,0.222974289161202,0.071404,0.073281,0.00154239818039662,0,0,0,0,0,0
2007-09-24,1.4072,-0.142633106492295,0.226561719789875,0.071592,0.074941,-0.00142633106492295,0,0,0,0,0,0
2007-09-25,1.4147,0.532973280272887,0.157751560147835,0.070237,0.074332,0.00532973280272887,0,0,0,0,0,0
2007-09-26,1.41279,-0.135010956386519,0.161327943037266,0.068956,0.073048,-0.00135010956386519,0,0,0,0,0,0
2007-09-27,1.4156,0.19889721756241,0.0771965407039725,0.072586,0.078695,0.0019889721756241,0,0,0,0,0,0
2007-09-28,1.42727,0.824385419610064,0.208360820423323,0.071763,0.077972,0.00824385419610064,0,0,0,0,0,0
2007-10-01,1.42315,-0.260710506212911,0.217885973419753,0.077522,0.092431,-0.00260710506212911,0,0,0,0,0,0
2007-10-02,1.41533,-0.549485296700976,0.221460688180897,0.08035,0.099669,-0.00549485296700976,0,0,0,0,0,0
2007-10-03,1.40977,-0.392841245504583,0.248679945345935,0.081263,0.108829,-0.00392841245504583,0,0,0,0,0,0
2007-10-04,1.41358,0.270256850408229,0.255375677753636,0.087938,0.136498,0.00270256850408229,0,0,0,0,0,0
2007-10-05,1.41323,-0.0247598296523771,0.119576023573387,0.070293,0.071783,-0.000247598296523771,0,0,0,0,0,0
2007-10-09,1.41069,0.433575395130281,0.143579554615904,0.068708,0.069504,0.00433575395130281,0,0,0,0,0,0
2007-10-10,1.41393,0.229674839971922,0.093742842781018,0.06835,0.068573,0.00229674839971922,0,0,0,0,0,0
2007-10-11,1.41993,0.42434915448431,0.0988924349294094,0.068831,0.069582,0.0042434915448431,0,0,0,0,0,0
2007-10-12,1.41713,-0.197192819364329,0.0920616834926648,0.068821,0.070401,-0.00197192819364329,0,0,0,0,0,0
2007-10-15,1.41996,0.230819727675081,0.102594622996582,0.068787,0.071213,0.00230819727675081,0,0,0,0,0,0
2007-10-16,1.41758,-0.167610355221277,0.0706157445795862,0.068768,0.070793,-0.00167610355221277,0,0,0,0,0,0
2007-10-17,1.42061,0.213744550572092,0.0692029847362137,0.06827,0.070271,0.00213744550572092,0,0,0,0,0,0
2007-10-18,1.42909,0.596926672344982,0.104452834185275,0.070737,0.073379,0.00596926672344982,0,0,0,0,0,0
2007-10-19,1.43018,0.0762723131503289,0.0978393257341644,0.072285,0.075389,0.000762723131503289,0,0,0,0,0,0
2007-10-22,1.41763,-1.12777235318734,0.341557872520105,0.080604,0.087241,-0.0112777235318734,0,0,0,0,0,0
2007-10-23,1.42561,0.562911337937268,0.399313061160289,0.077113,0.083079,0.00562911337937268,0,0,0,0,0,0
2007-10-24,1.42615,0.0378785221764708,0.390462671068891,0.077632,0.083269,0.000378785221764708,0,0,0,0,0,0
2007-10-25,1.43239,0.437541633068052,0.357486916771092,0.079766,0.087178,0.00437541633068052,0,0,0,0,0,0
2007-10-26,1.43924,0.47822171336019,0.402062625046263,0.080466,0.087564,0.0047822171336019,0,0,0,0,0,0
2007-10-29,1.44173,0.0944201837028005,0.149471563141617,0.081222,0.092555,0.000944201837028005,0,0,0,0,0,0
2007-10-30,1.44389,0.149820007907163,0.0905869352198119,0.080619,0.092134,0.00149820007907163,0,0,0,0,0,0
2007-10-31,1.44715,0.225778972082364,0.100495207578271,0.0829,0.096689,0.00225778972082364,0,0,0,0,0,0
2007-11-01,1.4425,-0.321321217565563,0.0828561364162626,0.079038,0.089283,-0.00321321217565563,0,0,0,0,0,0
2007-11-02,1.44987,0.510918544194114,0.0893244867507181,0.074865,0.080416,0.00510918544194114,0,0,0,0,0,0
2007-11-05,1.44766,-0.19097784794855,0.094835960214036,0.077214,0.090209,-0.0019097784794855,0,0,0,0,0,0
2007-11-06,1.45609,0.58231905281628,0.158165849114745,0.078926,0.09151,0.0058231905281628,0,0,0,0,0,0
2007-11-07,1.46219,0.41893014854851,0.183071114140407,0.090946,0.116345,0.0041893014854851,0,0,0,0,0,0
2007-11-08,1.46778,0.382303257442602,0.191652805299089,0.093212,0.117381,0.00382303257442602,0,0,0,0,0,0
2007-11-09,1.46755,-0.0156699232855179,0.139494362837957,0.095829,0.100435,-0.000156699232855179,0,0,0,0,0,0
2007-11-13,1.46198,0.691488629006712,0.227831159965661,0.088132,0.093184,0.00691488629006712,0,0,0,0,0,0
2007-11-14,1.46508,0.212041204394033,0.169004358583266,0.085741,0.090284,0.00212041204394033,0,0,0,0,0,0
2007-11-15,1.4619,-0.217052993693174,0.143326265124924,0.087852,0.093765,-0.00217052993693174,0,0,0,0,0,0
2007-11-16,1.46614,0.29003351802449,0.130918997310212,0.089449,0.09342,0.0029003351802449,0,0,0,0,0,0
2007-11-19,1.46676,-0.00681728317630783,0.130879183081038,0.088775,0.094381,-6.81728317630783e-05,0,0,0,0,0,0
2007-11-20,1.48315,1.11742889088876,0.284977343510497,0.093225,0.096438,0.0111742889088876,0,0,0,0,0,0
2007-11-21,1.48567,0.169908640393762,0.281758838254413,0.094742,0.098015,0.00169908640393762,0,0,0,0,0,0
2007-11-23,1.48368,-0.103688342467774,0.274486692312922,0.094836,0.096218,-0.00103688342467774,0,0,0,0,0,0
2007-11-26,1.48726,0.258861280015105,0.271064636455602,0.09347,0.099203,0.00258861280015105,0,0,0,0,0,0
2007-11-27,1.48348,-0.25415865416942,0.283974665683463,0.092189,0.096497,-0.0025415865416942,0,0,0,0,0,0
2007-11-28,1.48388,0.0269636260684457,0.0343906078710399,0.09827,0.1055,0.000269636260684457,0,0,0,0,0,0
